accession_no,entity_name,cik,file_date,period_of_report,form_type,file_type_hint,source
0001193125-19-033027,LOEWS CORP,0000060086,2019-02-11,2019-02-11,8-K,EX-99.1,EFTS
0001193125-20-029183,LOEWS CORP,0000060086,2020-02-10,2020-02-10,8-K,EX-99.1,EFTS
0000950170-22-023526,"Red Violet, Inc.",0001720116,2022-11-09,2022-11-07,8-K,EX-99.2,EFTS
0000950170-23-040664,"Red Violet, Inc.",0001720116,2023-08-09,2023-08-07,8-K,EX-99.2,EFTS
0001142750-22-000003,AMN HEALTHCARE SERVICES INC,0001142750,2022-01-10,2022-01-10,8-K,EX-99.1,EFTS
0001104659-20-003162,"Cyclerion Therapeutics, Inc.",0001755237,2020-01-13,2020-01-13,8-K,8-K,EFTS
0001493152-19-004759,"Vislink Technologies, Inc.",0001565228,2019-04-03,2019-04-02,8-K,EX-99.2,EFTS
0001142750-21-000002,AMN HEALTHCARE SERVICES INC,0001142750,2021-01-11,2021-01-11,8-K,EX-99.1,EFTS
0001193125-19-138348,GEO GROUP INC,0000923796,2019-05-06,2019-04-30,8-K,EX-99.2,EFTS
0001437749-22-027003,"GeoVax Labs, Inc.",0000832489,2022-11-14,2022-11-09,8-K,EX-99.2,EFTS
0001213900-20-012155,IMMUCELL CORP /DE/,0000811641,2020-05-14,2020-05-14,8-K,EX-99.1,EFTS
0001564590-20-002379,OSHKOSH CORP,0000775158,2020-01-29,2020-01-29,8-K,8-K,EFTS
0000775158-19-000053,OSHKOSH CORP,0000775158,2019-04-30,2019-04-30,8-K,8-K,EFTS
0001564590-19-027707,OSHKOSH CORP,0000775158,2019-08-01,2019-08-01,8-K,8-K,EFTS
0000950170-22-020610,"Village Farms International, Inc.",0001584549,2022-10-31,2022-10-31,8-K,EX-99.1,EFTS
0001564590-22-027467,"Village Farms International, Inc.",0001584549,2022-08-02,2022-08-02,8-K,EX-99.1,EFTS
0001193125-22-081172,"TheRealReal, Inc.",0001573221,2022-03-22,2022-03-22,8-K,EX-99.1,EFTS
0000950170-23-001920,"Village Farms International, Inc.",0001584549,2023-02-07,2023-02-07,8-K,EX-99.1,EFTS
0001564590-22-017080,"Village Farms International, Inc.",0001584549,2022-05-02,2022-05-02,8-K,EX-99.1,EFTS
0001564590-19-038523,OSHKOSH CORP,0000775158,2019-10-30,2019-10-30,8-K,8-K,EFTS
0000775158-19-000005,OSHKOSH CORP,0000775158,2019-01-30,2019-01-30,8-K,8-K,EFTS
0000950170-23-054041,"Village Farms International, Inc.",0001584549,2023-10-19,2023-10-19,8-K,EX-99.1,EFTS
0001683168-20-000782,LANTRONIX INC,0001114925,2020-03-12,2020-03-11,8-K,EX-99.1,EFTS
0001564590-22-005458,"Village Farms International, Inc.",0001584549,2022-02-17,2022-02-17,8-K,EX-99.1,EFTS
0000950170-23-014425,"Village Farms International, Inc.",0001584549,2023-04-25,2023-04-25,8-K,EX-99,EFTS
0000950170-23-034079,"Village Farms International, Inc.",0001584549,2023-07-24,2023-07-24,8-K,EX-99.1,EFTS
0001437749-20-017090,"TRANSENTERIX, INC.",0000876378,2020-08-07,2020-08-05,8-K,EX-99.2,EFTS
0001140361-20-010540,LOEWS CORP,0000060086,2020-05-04,2020-05-04,8-K,EX-99.1,EFTS
0001213900-21-011940,Collective Growth Corp,0001799611,2021-02-26,2021-02-24,8-K,8-K,EFTS
0001564590-21-052440,OSHKOSH CORP,0000775158,2021-10-28,2021-10-28,8-K,8-K,EFTS
0000950170-22-020254,OSHKOSH CORP,0000775158,2022-10-27,2022-10-27,8-K,8-K,EFTS
0001104659-23-087281,"Global Net Lease, Inc.",0001526113,2023-08-03,2023-08-03,8-K,EX-99.1,EFTS
0000950170-23-001429,OSHKOSH CORP,0000775158,2023-01-31,2023-01-31,8-K,8-K,EFTS
0001437749-20-001073,PETMED EXPRESS INC,0001040130,2020-01-23,2020-01-21,8-K,EX-99.1,EFTS
0001193125-20-105837,FIFTH THIRD BANCORP,0000035527,2020-04-14,2020-04-14,8-K,EX-99.1,EFTS
0000950170-22-013285,OSHKOSH CORP,0000775158,2022-07-28,2022-07-28,8-K,8-K,EFTS
0001564590-22-002398,OSHKOSH CORP,0000775158,2022-01-26,2022-01-26,8-K,8-K,EFTS
0001564590-20-019442,OSHKOSH CORP,0000775158,2020-04-29,2020-04-29,8-K,8-K,EFTS
0000950170-23-036176,OSHKOSH CORP,0000775158,2023-08-01,2023-08-01,8-K,8-K,EFTS
0001564590-22-015881,OSHKOSH CORP,0000775158,2022-04-27,2022-04-27,8-K,8-K,EFTS
0000950170-23-055366,OSHKOSH CORP,0000775158,2023-10-26,2023-10-26,8-K,8-K,EFTS
0001564590-20-034533,OSHKOSH CORP,0000775158,2020-07-30,2020-07-30,8-K,8-K,EFTS
0000950170-23-015023,OSHKOSH CORP,0000775158,2023-04-27,2023-04-27,8-K,8-K,EFTS
0000950170-22-016504,"Red Violet, Inc.",0001720116,2022-08-10,2022-08-09,8-K,EX-99.2,EFTS
0000104894-21-000064,WASHINGTON REAL ESTATE INVESTMENT TRUST,0000104894,2021-06-15,2021-06-14,8-K,EX-99.1,EFTS
0001140361-22-015004,INDEPENDENT BANK CORP /MI/,0000039311,2022-04-19,2022-04-19,8-K,EX-99.1,EFTS
0001213900-21-021612,Holicity Inc.,0001814329,2021-04-15,2021-04-14,8-K,8-K,EFTS
0001235468-22-000044,LIQUIDITY SERVICES INC,0001235468,2022-02-03,2022-02-03,8-K,EX-99.1,EFTS
0001564590-20-048540,OSHKOSH CORP,0000775158,2020-10-29,2020-10-29,8-K,8-K,EFTS
0001564590-21-038837,OSHKOSH CORP,0000775158,2021-07-29,2021-07-29,8-K,8-K,EFTS
0001213900-21-047718,Akerna Corp.,0001755953,2021-09-14,2021-09-13,8-K,EX-99.1,EFTS
0001564590-21-002468,OSHKOSH CORP,0000775158,2021-01-27,2021-01-27,8-K,8-K,EFTS
0001032220-21-000046,"MAXIMUS, INC.",0001032220,2021-04-26,2021-04-20,8-K,EX-99.2,EFTS
0001654954-20-012645,PARK CITY GROUP INC,0000050471,2020-11-18,2020-11-16,8-K,EX-99.1,EFTS
0001564590-21-021128,OSHKOSH CORP,0000775158,2021-04-28,2021-04-28,8-K,8-K,EFTS
0000950170-23-069047,LIQUIDITY SERVICES INC,0001235468,2023-12-08,2023-12-07,8-K,EX-99.1,EFTS
0001213900-19-020289,Health Sciences Acquisitions Corp,0001764013,2019-10-15,2019-10-11,8-K,EX-99.1,EFTS
0000885725-19-000003,BOSTON SCIENTIFIC CORP,0000885725,2019-01-08,2019-01-08,8-K,EX-99.1,EFTS
0001144204-19-018477,Sachem Capital Corp.,0001682220,2019-04-05,2019-04-01,8-K,EX-99.1,EFTS
0001477932-20-004653,Terra Tech Corp.,0001451512,2020-08-10,2020-08-07,8-K,EX-99.2,EFTS
0001476204-20-000086,"Phillips Edison & Company, Inc.",0001476204,2020-11-09,2020-11-04,8-K,EX-99.2,EFTS
0001437749-21-005934,"ASENSUS SURGICAL, INC.",0000876378,2021-03-12,2021-03-11,8-K,EX-99.2,EFTS
0001493152-21-007051,"TRXADE GROUP, INC.",0001382574,2021-03-29,2021-03-29,8-K,EX-99.2,EFTS
0001437749-19-023403,"ThermoGenesis Holdings, Inc.",0000811212,2019-11-22,2019-11-19,8-K,EX-99.1,EFTS
0001437749-20-015518,PETMED EXPRESS INC,0001040130,2020-07-22,2020-07-20,8-K,EX-99.1,EFTS
0001104659-19-002745,Trinseo S.A.,0001519061,2019-01-22,2019-01-22,8-K,EX-99.1,EFTS
0000950170-23-001778,LIQUIDITY SERVICES INC,0001235468,2023-02-03,2023-02-02,8-K,EX-99.1,EFTS
0001213900-19-022795,"Postal Realty Trust, Inc.",0001759774,2019-11-12,2019-11-11,8-K,EX-99.2,EFTS
0001628280-19-001119,LIQUIDITY SERVICES INC,0001235468,2019-02-08,2019-02-07,8-K,EX-99.1,EFTS
0001213900-20-036590,"SenesTech, Inc.",0001680378,2020-11-12,2020-11-05,8-K,EX-99.2,EFTS
0001493152-20-009535,"Eastside Distilling, Inc.",0001534708,2020-05-20,2020-05-14,8-K,EX-99.2,EFTS
0001564590-20-010995,"Red Violet, Inc.",0001720116,2020-03-16,2020-03-12,8-K,EX-99.2,EFTS
0001032220-21-000029,"MAXIMUS, INC.",0001032220,2021-03-04,2021-03-04,8-K,EX-99.2,EFTS
0001387131-20-010478,Tonix Pharmaceuticals Holding Corp.,0001430306,2020-12-07,2020-12-07,8-K,EX-99.02,EFTS
0001213900-20-014560,"Kandi Technologies Group, Inc.",0001316517,2020-06-10,2020-06-05,8-K,EX-99.1,EFTS
0000097216-20-000166,TEREX CORP,0000097216,2020-05-04,2020-05-01,8-K,EX-99.1,EFTS
0001065696-20-000046,LKQ CORP,0001065696,2020-08-18,2020-08-17,8-K,EX-99.1,EFTS
0001140361-20-024271,LOEWS CORP,0000060086,2020-11-02,2020-11-02,8-K,EX-99.1,EFTS
0000950170-22-008145,"Red Violet, Inc.",0001720116,2022-05-06,2022-05-04,8-K,EX-99.2,EFTS
0001193125-20-285627,IMPERIAL OIL LTD,0000049938,2020-11-04,2020-11-04,8-K,EX-99.1,EFTS
0001140361-21-003672,LOEWS CORP,0000060086,2021-02-08,2021-02-08,8-K,EX-99.1,EFTS
0001193125-23-028420,AppLovin Corp,0001751008,2023-02-08,2023-02-08,8-K,EX-99.1,EFTS
0001616741-20-000014,"PATRIOT TRANSPORTATION HOLDING, INC.",0001616741,2020-05-18,2020-05-14,8-K,EX-99.1,EFTS
0000885725-21-000002,BOSTON SCIENTIFIC CORP,0000885725,2021-01-12,2021-01-12,8-K,EX-99.1,EFTS
0000935703-23-000042,"DOLLAR TREE, INC.",0000935703,2023-08-10,2023-08-10,8-K,EX-99.1,EFTS
0001437749-19-001253,PETMED EXPRESS INC,0001040130,2019-01-24,2019-01-22,8-K,EX-99.1,EFTS
0001140361-20-017251,LOEWS CORP,0000060086,2020-08-03,2020-08-03,8-K,EX-99.1,EFTS
0001437749-19-014534,PETMED EXPRESS INC,0001040130,2019-07-24,2019-07-22,8-K,EX-99.1,EFTS
0000097216-21-000180,TEREX CORP,0000097216,2021-05-03,2021-04-30,8-K,EX-99.1,EFTS
0000892482-22-000086,Qumu Corp,0000892482,2022-10-28,2022-10-27,8-K,EX-99.2,EFTS
0000892482-22-000021,Qumu Corp,0000892482,2022-05-13,2022-05-12,8-K,EX-99.2,EFTS
0000097216-21-000236,TEREX CORP,0000097216,2021-07-30,2021-07-30,8-K,EX-99.1,EFTS
0001564590-20-041232,JanOne Inc.,0000862861,2020-08-26,2020-08-25,8-K,EX-99.1,EFTS
0001437749-19-020476,PETMED EXPRESS INC,0001040130,2019-10-23,2019-10-21,8-K,EX-99.1,EFTS
0000097216-19-000123,TEREX CORP,0000097216,2019-05-01,2019-05-01,8-K,EX-99.1,EFTS
0001564590-21-027234,"Red Violet, Inc.",0001720116,2021-05-13,2021-05-11,8-K,EX-99.2,EFTS
0001193125-19-290002,GEO GROUP INC,0000923796,2019-11-12,2019-11-05,8-K,EX-99.2,EFTS
0000935703-23-000059,"DOLLAR TREE, INC.",0000935703,2023-11-08,2023-11-08,8-K,EX-99.1,EFTS
0001126975-23-000102,"Magellan Midstream Partners, L.P.",0001126975,2023-05-18,2023-05-18,8-K,EX-99.1,EFTS
0001193125-22-281229,AppLovin Corp,0001751008,2022-11-09,2022-11-07,8-K,EX-99.1,EFTS
0000706129-23-000011,HORIZON BANCORP INC /IN/,0000706129,2023-02-21,2023-02-21,8-K,EX-99.1,EFTS
0001751008-23-000047,AppLovin Corp,0001751008,2023-05-10,2023-05-10,8-K,EX-99.1,EFTS
0001751008-23-000061,AppLovin Corp,0001751008,2023-08-09,2023-08-09,8-K,EX-99.1,EFTS
0001077771-22-000031,UMPQUA HOLDINGS CORP,0001077771,2022-06-30,2022-06-30,8-K,EX-99.1,EFTS
0001193125-22-147577,AppLovin Corp,0001751008,2022-05-11,2022-05-11,8-K,EX-99.1,EFTS
0000049938-23-000021,IMPERIAL OIL LTD,0000049938,2023-04-07,2023-04-06,8-K,EX-99.1,EFTS
0001193125-22-047727,IMPERIAL OIL LTD,0000049938,2022-02-22,2022-02-22,8-K,EX-99.1,EFTS
0001193125-19-282108,IMPERIAL OIL LTD,0000049938,2019-11-01,2019-10-31,8-K,EX-99.1,EFTS
0001077771-22-000014,UMPQUA HOLDINGS CORP,0001077771,2022-04-01,2022-03-31,8-K,EX-99.1,EFTS
0001104659-21-138071,"Accelerate Diagnostics, Inc",0000727207,2021-11-12,2021-11-09,8-K,EX-99.2,EFTS
0001193125-22-217369,AppLovin Corp,0001751008,2022-08-10,2022-08-08,8-K,EX-99.1,EFTS
0001126975-20-000128,"Magellan Midstream Partners, L.P.",0001126975,2020-09-08,2020-09-03,8-K,EX-99.1,EFTS
0001077771-21-000037,UMPQUA HOLDINGS CORP,0001077771,2021-06-30,2021-06-30,8-K,EX-99.1,EFTS
0001193125-19-213013,GEO GROUP INC,0000923796,2019-08-05,2019-07-30,8-K,EX-99.2,EFTS
0001077771-21-000053,UMPQUA HOLDINGS CORP,0001077771,2021-10-05,2021-10-05,8-K,EX-99.1,EFTS
0001077771-22-000002,UMPQUA HOLDINGS CORP,0001077771,2022-01-04,2022-01-04,8-K,EX-99.1,EFTS
0001564590-21-022537,Silvercrest Asset Management Group Inc.,0001549966,2021-04-30,2021-04-30,8-K,EX-99.1,EFTS
0001077771-22-000052,UMPQUA HOLDINGS CORP,0001077771,2022-09-30,2022-09-30,8-K,EX-99.1,EFTS
0001493152-20-021899,"TRXADE GROUP, INC.",0001382574,2020-11-18,2020-11-18,8-K,EX-99.1,EFTS
0001077771-19-000068,UMPQUA HOLDINGS CORP,0001077771,2019-12-30,2019-12-30,8-K,EX-99.1,EFTS
0000950170-23-055975,Silvercrest Asset Management Group Inc.,0001549966,2023-10-27,2023-10-27,8-K,EX-99.1,EFTS
0000950170-22-012924,Silvercrest Asset Management Group Inc.,0001549966,2022-07-22,2022-07-22,8-K,EX-99.1,EFTS
0001077771-19-000034,UMPQUA HOLDINGS CORP,0001077771,2019-06-27,2019-06-27,8-K,EX-99.1,EFTS
0001564590-19-037919,Silvercrest Asset Management Group Inc.,0001549966,2019-10-25,2019-10-25,8-K,EX-99.1,EFTS
0001564590-20-007796,Silvercrest Asset Management Group Inc.,0001549966,2020-02-28,2020-02-28,8-K,EX-99.1,EFTS
0001564590-21-052949,Silvercrest Asset Management Group Inc.,0001549966,2021-10-29,2021-10-29,8-K,EX-99.1,EFTS
0000950170-23-004377,Silvercrest Asset Management Group Inc.,0001549966,2023-02-24,2023-02-24,8-K,EX-99,EFTS
0001077771-19-000021,UMPQUA HOLDINGS CORP,0001077771,2019-03-29,2019-03-29,8-K,EX-99.1,EFTS
0001518715-23-000065,"HomeStreet, Inc.",0001518715,2023-04-03,2023-04-03,8-K,EX-99.1,EFTS
0001518715-23-000003,"HomeStreet, Inc.",0001518715,2023-01-04,2023-01-04,8-K,EX-99.1,EFTS
0001077771-20-000061,UMPQUA HOLDINGS CORP,0001077771,2020-06-30,2020-06-30,8-K,EX-99.1,EFTS
0000950170-23-015802,Silvercrest Asset Management Group Inc.,0001549966,2023-04-28,2023-04-28,8-K,EX-99,EFTS
0000950170-22-002005,Silvercrest Asset Management Group Inc.,0001549966,2022-02-24,2022-02-24,8-K,EX-99.1,EFTS
0001564590-20-018504,Silvercrest Asset Management Group Inc.,0001549966,2020-04-24,2020-04-24,8-K,EX-99.1,EFTS
0001518715-21-000117,"HomeStreet, Inc.",0001518715,2021-06-30,2021-06-30,8-K,EX-99.1,EFTS
0001193125-21-293789,"CIVISTA BANCSHARES, INC.",0000944745,2021-10-07,2021-10-07,8-K,EX-99.1,EFTS
0000939802-19-000035,"CAPSTONE COMPANIES, INC.",0000814926,2019-11-05,2019-11-04,8-K,EX-99.1,EFTS
0001518715-20-000127,"HomeStreet, Inc.",0001518715,2020-06-26,2020-06-26,8-K,EX-99.1,EFTS
0001564590-22-015510,COMPUTER TASK GROUP INC,0000023111,2022-04-26,2022-04-26,8-K,EX-99.1,EFTS
0001385613-22-000109,"GREENLIGHT CAPITAL RE, LTD.",0001385613,2022-10-17,2022-10-17,8-K,EX-99.1,EFTS
0001518715-19-000180,"HomeStreet, Inc.",0001518715,2019-09-24,2019-09-24,8-K,EX-99.1,EFTS
0001518715-20-000167,"HomeStreet, Inc.",0001518715,2020-10-05,2020-10-05,8-K,EX-99.1,EFTS
0000950170-22-020463,Silvercrest Asset Management Group Inc.,0001549966,2022-10-28,2022-10-28,8-K,EX-99.1,EFTS
0001564590-19-026362,Silvercrest Asset Management Group Inc.,0001549966,2019-07-26,2019-07-26,8-K,EX-99.1,EFTS
0001564590-22-004705,COMPUTER TASK GROUP INC,0000023111,2022-02-11,2022-02-08,8-K,EX-99.1,EFTS
0001193125-21-328218,"Trean Insurance Group, Inc.",0001801754,2021-11-12,2021-11-10,8-K,EX-99.1,EFTS
0001077771-20-000032,UMPQUA HOLDINGS CORP,0001077771,2020-04-07,2020-04-07,8-K,EX-99.1,EFTS
0001564590-21-037740,Silvercrest Asset Management Group Inc.,0001549966,2021-07-23,2021-07-23,8-K,EX-99.1,EFTS
0001518715-21-000020,"HomeStreet, Inc.",0001518715,2021-01-07,2021-01-07,8-K,EX-99.1,EFTS
0000950170-22-019946,COMPUTER TASK GROUP INC,0000023111,2022-10-25,2022-10-25,8-K,EX-99.1,EFTS
0001193125-20-024302,"Armstrong Flooring, Inc.",0001655075,2020-02-04,2020-02-04,8-K,EX-99.1,EFTS
0001518715-19-000127,"HomeStreet, Inc.",0001518715,2019-06-25,2019-06-25,8-K,EX-99.1,EFTS
0000939802-21-000020,"CAPSTONE COMPANIES, INC.",0000814926,2021-03-24,2021-03-24,8-K,EX-99.1,EFTS
0000939802-21-000042,"CAPSTONE COMPANIES, INC.",0000814926,2021-05-06,2021-05-06,8-K,EX-99.1,EFTS
0000939802-19-000008,"CAPSTONE COMPANIES, INC.",0000814926,2019-03-19,2019-03-19,8-K,EX-99.1,EFTS
0001518715-23-000127,"HomeStreet, Inc.",0001518715,2023-07-06,2023-07-06,8-K,EX-99.1,EFTS
0001564590-20-049308,Silvercrest Asset Management Group Inc.,0001549966,2020-10-30,2020-10-30,8-K,EX-99.1,EFTS
0001564590-21-009429,Silvercrest Asset Management Group Inc.,0001549966,2021-02-26,2021-02-26,8-K,EX-99.1,EFTS
0000950170-22-006727,Silvercrest Asset Management Group Inc.,0001549966,2022-04-29,2022-04-29,8-K,EX-99.1,EFTS
0001518715-20-000091,"HomeStreet, Inc.",0001518715,2020-04-15,2020-04-15,8-K,EX-99.1,EFTS
0001564590-21-044173,"Red Violet, Inc.",0001720116,2021-08-13,2021-08-11,8-K,EX-99.2,EFTS
0001564590-19-013356,Silvercrest Asset Management Group Inc.,0001549966,2019-04-26,2019-04-26,8-K,EX-99.1,EFTS
0001193125-23-005203,"Premier, Inc.",0001577916,2023-01-10,2023-01-10,8-K,EX-99.2,EFTS
0001518715-22-000079,"HomeStreet, Inc.",0001518715,2022-04-04,2022-04-04,8-K,EX-99.1,EFTS
0000939802-19-000025,"CAPSTONE COMPANIES, INC.",0000814926,2019-08-01,2019-08-01,8-K,EX-99.1,EFTS
0001518715-22-000147,"HomeStreet, Inc.",0001518715,2022-09-26,2022-09-26,8-K,EX-99.1,EFTS
0001077771-21-000014,UMPQUA HOLDINGS CORP,0001077771,2021-03-30,2021-03-30,8-K,EX-99.1,EFTS
0001193125-20-005421,"CIVISTA BANCSHARES, INC.",0000944745,2020-01-10,2020-01-10,8-K,EX-99.1,EFTS
0001077771-20-000090,UMPQUA HOLDINGS CORP,0001077771,2020-12-30,2020-12-30,8-K,EX-99.1,EFTS
0000356130-19-000045,EMC INSURANCE GROUP INC,0000356130,2019-04-05,2019-04-05,8-K,EX-99,EFTS
0001518715-23-000169,"HomeStreet, Inc.",0001518715,2023-10-05,2023-10-05,8-K,EX-99.1,EFTS
0001654954-21-000937,DYNATRONICS CORP,0000720875,2021-01-29,2021-01-28,8-K,EX-99.1,EFTS
0001518715-19-000214,"HomeStreet, Inc.",0001518715,2019-12-19,2019-12-19,8-K,EX-99.1,EFTS
0001437749-19-009054,PETMED EXPRESS INC,0001040130,2019-05-08,2019-05-06,8-K,EX-99.1,EFTS
0001171843-23-004150,DONEGAL GROUP INC,0000800457,2023-06-27,2023-06-27,8-K,EX-99.1,EFTS
0000939802-19-000017,"CAPSTONE COMPANIES, INC.",0000814926,2019-05-02,2019-05-02,8-K,EX-99.1,EFTS
0001518715-21-000080,"HomeStreet, Inc.",0001518715,2021-03-31,2021-03-31,8-K,EX-99.1,EFTS
0001518715-21-000160,"HomeStreet, Inc.",0001518715,2021-09-30,2021-09-30,8-K,EX-99.1,EFTS
0001193125-21-108275,"CIVISTA BANCSHARES, INC.",0000944745,2021-04-07,2021-04-07,8-K,EX-99.1,EFTS
0000097216-21-000277,TEREX CORP,0000097216,2021-10-29,2021-10-29,8-K,EX-99.1,EFTS
0001193125-20-102157,"CIVISTA BANCSHARES, INC.",0000944745,2020-04-09,2020-04-09,8-K,EX-99.1,EFTS
0000950170-23-014437,COMPUTER TASK GROUP INC,0000023111,2023-04-25,2023-04-25,8-K,EX-99,EFTS
0000950170-23-002346,COMPUTER TASK GROUP INC,0000023111,2023-02-09,2023-02-09,8-K,EX-99.1,EFTS
0001518715-20-000145,"HomeStreet, Inc.",0001518715,2020-07-13,2020-06-26,8-K,EX-99.1,EFTS
0001077771-20-000077,UMPQUA HOLDINGS CORP,0001077771,2020-10-01,2020-10-01,8-K,EX-99.1,EFTS
0001193125-20-266052,"CIVISTA BANCSHARES, INC.",0000944745,2020-10-08,2020-10-08,8-K,EX-99.1,EFTS
0001193125-22-101038,"CIVISTA BANCSHARES, INC.",0000944745,2022-04-11,2022-04-11,8-K,EX-99.1,EFTS
0001518715-19-000216,"HomeStreet, Inc.",0001518715,2019-12-20,2019-12-19,8-K,EX-99.1,EFTS
0001213900-22-028214,Greenrose Holding Co Inc.,0001790665,2022-05-19,2022-05-13,8-K,EX-99.1,EFTS
0001077771-19-000052,UMPQUA HOLDINGS CORP,0001077771,2019-09-30,2019-09-30,8-K,EX-99.1,EFTS
0001518715-22-000016,"HomeStreet, Inc.",0001518715,2022-01-07,2022-01-07,8-K,EX-99.1,EFTS
0001193125-21-210357,"CIVISTA BANCSHARES, INC.",0000944745,2021-07-08,2021-07-08,8-K,EX-99.1,EFTS
0001564590-19-005801,Silvercrest Asset Management Group Inc.,0001549966,2019-03-01,2019-03-01,8-K,EX-99.1,EFTS
0001185185-21-001857,EDUCATIONAL DEVELOPMENT CORP,0000031667,2021-12-22,2021-12-22,8-K,EX-99.1,EFTS
0001564590-22-026074,COMPUTER TASK GROUP INC,0000023111,2022-07-21,2022-07-21,8-K,EX-99.1,EFTS
0001564590-20-033885,Silvercrest Asset Management Group Inc.,0001549966,2020-07-28,2020-07-28,8-K,EX-99.1,EFTS
0001171843-23-001942,DONEGAL GROUP INC,0000800457,2023-03-28,2023-03-28,8-K,EX-99.1,EFTS
0000892482-21-000052,Qumu Corp,0000892482,2021-10-29,2021-10-28,8-K,EX-99.2,EFTS
0001193125-22-259261,"CIVISTA BANCSHARES, INC.",0000944745,2022-10-07,2022-10-07,8-K,EX-99.1,EFTS
0001171843-23-005880,DONEGAL GROUP INC,0000800457,2023-09-27,2023-09-27,8-K,EX-99.1,EFTS
0001518715-19-000092,"HomeStreet, Inc.",0001518715,2019-04-18,2019-04-18,8-K,EX-99.1,EFTS
0000950170-23-034058,Silvercrest Asset Management Group Inc.,0001549966,2023-07-24,2023-07-24,8-K,EX-99.1,EFTS
0000892482-22-000076,Qumu Corp,0000892482,2022-08-12,2022-08-10,8-K,EX-99.2,EFTS
0001193125-23-253465,"CIVISTA BANCSHARES, INC.",0000944745,2023-10-10,2023-10-10,8-K,EX-99.1,EFTS
0001171843-22-004568,DONEGAL GROUP INC,0000800457,2022-06-28,2022-06-28,8-K,EX-99.1,EFTS
0001193125-19-082059,"CNL Healthcare Properties, Inc.",0001496454,2019-03-21,2019-03-21,8-K,EX-99.2,EFTS
0001518715-22-000123,"HomeStreet, Inc.",0001518715,2022-07-01,2022-07-01,8-K,EX-99.1,EFTS
0001193125-22-191024,"CIVISTA BANCSHARES, INC.",0000944745,2022-07-11,2022-07-11,8-K,EX-99.1,EFTS
0001654954-21-009870,DYNATRONICS CORP,0000720875,2021-09-09,2021-09-09,8-K,EX-99.1,EFTS
0001193125-19-262286,"CIVISTA BANCSHARES, INC.",0000944745,2019-10-04,2019-10-04,8-K,EX-99.1,EFTS
0000950170-23-036773,COMPUTER TASK GROUP INC,0000023111,2023-08-02,2023-08-02,8-K,EX-99.1,EFTS
0001265107-19-000028,MONITRONICS INTERNATIONAL INC,0001265107,2019-11-12,2019-11-11,8-K,EX-99.1,EFTS
0001193125-20-189296,"CIVISTA BANCSHARES, INC.",0000944745,2020-07-08,2020-07-08,8-K,EX-99.1,EFTS
0001193125-21-005176,"CIVISTA BANCSHARES, INC.",0000944745,2021-01-08,2021-01-08,8-K,EX-99.1,EFTS
0001279569-23-000157,Trilogy Metals Inc.,0001543418,2023-02-13,2023-02-13,8-K,EX-99.1,EFTS
0001193125-19-104591,"CIVISTA BANCSHARES, INC.",0000944745,2019-04-12,2019-04-12,8-K,EX-99.1,EFTS
0001654954-21-004817,DYNATRONICS CORP,0000720875,2021-04-29,2021-04-29,8-K,EX-99.1,EFTS
0001185185-21-001443,EDUCATIONAL DEVELOPMENT CORP,0000031667,2021-10-05,2021-10-05,8-K,EX-99.1,EFTS
0001564590-20-040820,VOXX International Corp,0000807707,2020-08-20,2020-08-17,8-K,EX-99.1,EFTS
0001573221-22-000033,"TheRealReal, Inc.",0001573221,2022-02-23,2022-02-23,8-K,EX-99.2,EFTS
0001568276-22-000258,DYNATRONICS CORP,0000720875,2022-01-27,2022-01-27,8-K,EX-99.1,EFTS
0001831631-22-000103,"loanDepot, Inc.",0001831631,2022-04-28,2022-04-28,8-K,EX-99.1,EFTS
0001171843-22-006275,DONEGAL GROUP INC,0000800457,2022-09-28,2022-09-28,8-K,EX-99.1,EFTS
0001193125-22-012103,"CIVISTA BANCSHARES, INC.",0000944745,2022-01-19,2022-01-19,8-K,EX-99.1,EFTS
0001193125-23-003539,"CIVISTA BANCSHARES, INC.",0000944745,2023-01-06,2023-01-06,8-K,EX-99.1,EFTS
0001193125-23-183779,"CIVISTA BANCSHARES, INC.",0000944745,2023-07-07,2023-07-07,8-K,EX-99.1,EFTS
0001493152-20-011421,"Bright Mountain Media, Inc.",0001568385,2020-06-18,2020-06-18,8-K,EX-99.1,EFTS
0001654954-22-012267,DYNATRONICS CORP,0000720875,2022-09-08,2022-09-08,8-K,EX-99.1,EFTS
0001171843-23-000395,DONEGAL GROUP INC,0000800457,2023-01-23,2023-01-23,8-K,EX-99.1,EFTS
0001193125-23-094692,"CIVISTA BANCSHARES, INC.",0000944745,2023-04-07,2023-04-07,8-K,EX-99.1,EFTS
0000706129-23-000004,HORIZON BANCORP INC /IN/,0000706129,2023-01-30,2023-01-30,8-K,EX-99.1,EFTS
0001193125-19-013550,"CIVISTA BANCSHARES, INC.",0000944745,2019-01-22,2019-01-22,8-K,EX-99.1,EFTS
0000763744-19-000006,LCI INDUSTRIES,0000763744,2019-01-24,2019-01-24,8-K,EX-99.1,EFTS
0001654954-21-011424,DYNATRONICS CORP,0000720875,2021-10-28,2021-10-28,8-K,EX-99.1,EFTS
0001654954-22-005508,DYNATRONICS CORP,0000720875,2022-04-28,2022-04-28,8-K,EX-99.1,EFTS
0001193125-19-188735,"CIVISTA BANCSHARES, INC.",0000944745,2019-07-03,2019-07-03,8-K,EX-99.1,EFTS
